Common Name,Scientific Name,Museum Counts,Citizen Science Counts
NoCommonName,Virbia unidentified species,NaN,3
NoCommonName,Vitacea polistiformis,NaN,1
NoCommonName,Vitacea unidentified species,NaN,1
NoCommonName,Vitula broweri,NaN,1
NoCommonName,Vitula edmandsii,0,6
Southern Broken-dash,Wallengrenia Otho,3,930
NoCommonName,Walshia unidentified species,NaN,1
NoCommonName,Xanthophysa psychialis,0,1
NoCommonName,Xanthorhoe lacustrata,0,9
NoCommonName,Xanthorhoe unidentified species,NaN,1
NoCommonName,Xanthotype attenuaria,NaN,2
NoCommonName,Xanthotype sospeta,NaN,2
NoCommonName,Xanthotype unidentified species,NaN,1
NoCommonName,Xanthotype urticaria,NaN,3
NoCommonName,Xestia c-nigrum,0,2
NoCommonName,Xestia dilucida,0,19
NoCommonName,Xestia dolosa,0,18
NoCommonName,Xestia dolosa complex,NaN,1
NoCommonName,Xestia elimata,NaN,28
NoCommonName,Xestia normanianus,NaN,2
NoCommonName,Xestia smithii,NaN,2
NoCommonName,Xubida panalope,NaN,6
NoCommonName,Xylesthia pruniramiella,0,13
NoCommonName,Xylophanes tersa,2,13
NoCommonName,Xylotype capax,0,2
NoCommonName,Xystopeplus rufago,NaN,5
NoCommonName,Yponomeuta multipunctella,NaN,10
NoCommonName,Zale aeruginosa,NaN,23
NoCommonName,Zale bethunei,NaN,9
NoCommonName,Zale buchholzi,0,5
NoCommonName,Zale calycanthata,NaN,3
NoCommonName,Zale confusa,0,10
NoCommonName,Zale curema,NaN,5
NoCommonName,Zale duplicata,0,2
NoCommonName,Zale galbanata,NaN,32
NoCommonName,Zale helata,NaN,10
NoCommonName,Zale horrida,NaN,23
NoCommonName,Zale intenta,0,4
NoCommonName,Zale intenta/lunifera,NaN,28
NoCommonName,Zale lunata,5,74
NoCommonName,Zale metata,0,9
NoCommonName,Zale metatoides,NaN,7
NoCommonName,Zale minerea,NaN,26
NoCommonName,Zale obliqua,1,22
NoCommonName,Zale phaeocapna,NaN,4
NoCommonName,Zale pine-feeding complex,NaN,2
NoCommonName,Zale squamularis,0,10
NoCommonName,Zale submediana,0,5
NoCommonName,Zale undularis,0,5
NoCommonName,Zale unidentified species,NaN,5
NoCommonName,Zale unilineata,0,8
NoCommonName,Zanclognatha cruralis,NaN,43
NoCommonName,Zanclognatha jacchusalis,NaN,7
NoCommonName,Zanclognatha laevigata,NaN,3
NoCommonName,Zanclognatha marcidilinea,NaN,25
NoCommonName,Zanclognatha martha,0,18
NoCommonName,Zanclognatha obscuripennis,1,28
NoCommonName,Zanclognatha pedipilalis,NaN,7
NoCommonName,Zanclognatha protumnusalis,NaN,5
NoCommonName,Zanclognatha theralis,NaN,19
NoCommonName,Zanclognatha unidentified species,NaN,2
NoCommonName,Zelleria retiniella,0,4
Southern Dogface,Zerene Cesonia,2,25
NoCommonName,Zomaria interruptolineana,0,3
